"Id";"Score";"text";"data"
"1";1;"0.446030676364899";"<U+26BD><U+FE0F> Cruzeiro Rafinha está acertando a saída do clube Destino deve ser o Coritiba Jogador tinha contrato com o Cr…";2019-05-14 18:05:46
"2";2;"0.0306789316236973";"<U+26BD><U+FE0F> Cruzeiro Thiago Neves está fora do jogo amanhã Não treinou hoje com suspeita de dengue e ficou fora da viag…";2019-05-14 20:28:54
"3";3;"0.493528842926025";"Hexacampeão e atual ganhador o Cruzeiro inicia amanhã sua caminhada em busca do heptacampeonato da Copa do Brasil…";2019-05-14 10:26:11
"4";4;"0.0306789316236973";"<U+26BD><U+FE0F> Cruzeiro Thiago Neves está fora do jogo amanhã Não treinou hoje com suspeita de dengue e ficou fora da viagem …";2019-05-14 23:42:32
"5";5;"0.523544490337372";"<U+26BD><U+FE0F> Cruzeiro Rafinha está acertando a saída do clube Destino deve ser o Coritiba Jogador tinha contrato com o Cruzeir…";2019-05-14 23:39:53
"6";6;"0.380209982395172";"O adeus de Rafinha Informação denoJogador sempre foi um dos mais criticados pela to…";2019-05-14 23:22:45
"7";7;"0.3525330722332";"Com a saída do Rafinha vc torcedor do Cruzeiro vai xingar qual jogador";2019-05-14 23:22:17
"8";8;"0";"Já era de se esperar que Thiago Neves não fosse enfrentar o fluminensecoração fala mais alto e desculpas aparece…";2019-05-14 23:20:22
"9";9;"0.231881082057953";"Fala Nação Quarta teremos mais uma batalha pela frente desta vez pelas Oitavas da Copa do Brasil 
RedutosCelestes 
C…";2019-05-14 23:11:39
"10";10;"0.380892693996429";"A vitória não veio mas estaremos sempre apoiando no Reduto Ipatinga Celeste Cola lá com a gente no próximo jogo ser…";2019-05-14 23:06:01
"11";11;"0.571421146392822";"Campzeiros reunida pelarodada do BRRedutosCelestes Cruzeiro Campinas EuVivoOCruzeiro";2019-05-14 23:05:49
"12";12;"0.515512228012085";"NasBatalhasComOCruzeiro 
Pelarodada do Camp Brasileiro InterxCruzeiro 
FechadoComOCruzeiro RedutosCelestes …";2019-05-14 23:05:46
"13";13;"0.97398966550827";"Agora é Copa agora é matamata 
O Maior Campeão dacomeça a caminhada rumo ao HEPTA 
Junte aos RedutosC…";2019-05-14 23:05:00
"14";14;"0.232449501752853";"Marquinhos Gabriel e Raniel apesar de liberados também não viajaram ao Rio Devem voltar ao time no fim de semana Ore…";2019-05-14 23:04:08
"15";15;"0.596511363983154";"Nesta quarta às h atransmitesxpelasde final da …";2019-05-14 23:01:31
"16";16;"0.596511363983154";"Nesta quarta às h atransmitesxpelasde final da…";2019-05-14 22:38:26
"17";17;"0.500120282173157";"COPA DO BRASIL

Nesta quartaovai até o Rio de Janeiro enfrentar ono Maracanã em p…";2019-05-14 22:38:16
"18";18;"0.426331341266632";"Nossa o Rafinha do Cruzeiro tá acertando com ovai jogar a segundona Como disse oesse cai…";2019-05-14 22:36:23
"19";19;"0.531778573989868";"Hexacampeão e atual ganhador o Cruzeiro inicia amanhã sua caminhada em busca do heptacampeonato da Copa do Brasil

E aí Na…";2019-05-14 22:26:59
"20";20;"0.0518691763281822";"Cara
Estava no cinema e sai de lá vi noticias de que Rafinha não joga mais no Cruzeiro 
Confesso
Estou emocionado…";2019-05-14 22:22:44
"21";21;"0.466628789901733";"Acredito muito no Cruzeiro e no potencial da equipe
Principalmente para Copa do Brasil e Libertadores";2019-05-14 22:12:57
"22";22;"0.512629806995392";"traz o préjogo do 
anosnaprimeiradivisao cruzeirocabuloso somoscruzeiro issoécruzeiro…";2019-05-14 22:05:18
"23";23;"0.636323511600494";"<U+26BD><U+FE0F> Cruzeiro Conmebol definiu os jogos contra River Plate Ambos serão terçafeira às h Ida diaem Buenos A…";2019-05-14 21:54:38
"24";24;"0.503538608551025";"Thiago Neves e mais dois Cruzeiro terá desfalques importantes contra o Flu SuperFC Cruzeiro ThiagoNeves MarquinhosGabriel…";2019-05-14 21:53:21
"25";25;"0.873216092586517";"Obrigado Rafinha sempre honrou o Manto Celeste e foi peça importante na conquista do Mineiroe na conquista do Hexa…";2019-05-14 21:45:15
"26";26;"0.559529185295105";"Mano escalando ocontra o River Plate jogo da ida

Fábio
Lucas Romero
Léo
Dedé
Fabrício Bruno
Murilo
Do…";2019-05-14 21:39:15
"27";27;"0.122546672821045";"Obrigado ao Rafinha por sempre ter honrado nosso manto Esse ano não estava bem mas ano passado foi fundamental no…";2019-05-14 21:35:14
"28";28;"0.873216092586517";"Obrigado Rafinha sempre honrou o Manto Celeste e foi peça importante na conquista do Mineiroe na conquista d…";2019-05-14 21:32:59
"29";29;"0.931233584880829";"O confronto com o River Plate é espetacular O maior dessas oitavas deveremos dois jogos excepcionais com possibil…";2019-05-14 21:28:58
"30";30;"0.524464666843414";"<U+26BD><U+FE0F> CruzeiroRafinha está acertando a saída do clube Destino deve ser o CoritibaJogador tinha contrato com o Cruzeiro…";2019-05-14 21:28:17
"31";31;"0.219071984291077";"Marquinhos Gabriel e Raniel apesar de liberados também não viajaram ao Rio Devem voltar ao time no fim de semana…";2019-05-14 21:28:00
"32";32;"0.703477442264557";"Respeito Libertadores Cruzeiro";2019-05-14 21:20:43
"33";33;"0.503538608551025";"Thiago Neves e mais dois Cruzeiro terá desfalques importantes contra o Flu SuperFC Cruzeiro ThiagoNeves…";2019-05-14 21:19:15
"34";34;"0.566829085350037";"Pensamos em um texto bacana para falar desse duelo mas só conseguimos escrever
Haja Coração 

Que ovolte lo…";2019-05-14 21:18:54
